Timestamp,IP,URL,URL_Check,SSL_Check,Domain_Days,Country
2025-04-25 09:31:22,127.0.0.1,https://cafe.naver.com/polysw2024?iframe_url_utf8=%2FArticleRead.nhn%253Fclubid%3D31169584%2526articleid%3D223%2526referrerAllArticles%3Dtrue,True,1,10087,대한민국
2025-04-25 09:31:54,127.0.0.1,https://m.bunjang.co.kr/,True,1,4780,미국
2025-04-25 11:47:44,127.0.0.1,https://www.naver.com,True,1,10087,대한민국
2025-04-25 11:48:07,127.0.0.1,https://web.joongna.com/,True,1,3529,미국
2025-04-29 08:21:51,127.0.0.1,https://m.blog.naver.com/ndb796/221080811928,True,1,10091,대한민국
2025-04-29 08:31:53,127.0.0.1,https://m.blog.naver.com/ndb796/221080811928,True,1,10091,대한민국
2025-04-29 08:33:03,127.0.0.1,https://m.blog.naver.com/ndb796/221080811928,True,1,10091,대한민국
2025-04-29 08:35:07,127.0.0.1,https://m.blog.naver.com/ndb796/221080811928,True,1,10091,대한민국
2025-04-29 08:35:12,127.0.0.1,https://www.kopo.ac.kr/chuncheon/index.do,False,1,7949,대한민국
2025-04-29 08:35:42,127.0.0.1,https://www.yahoo.co.jp,False,1,-1,일본
2025-04-29 08:35:58,127.0.0.1,https://www.yahoo.co.jp,False,1,-1,일본
2025-04-29 08:36:01,127.0.0.1,https://www.yahoo.co.jp,False,1,-1,일본
2025-04-29 08:42:45,127.0.0.1,https://www.yahoo.co.jp,False,1,-1,일본
2025-04-29 08:44:15,127.0.0.1,https://www.yahoo.co.jp,False,1,-1,일본
2025-04-29 08:45:30,127.0.0.1,https://www.yahoo.co.jp,False,1,-1,일본
2025-04-29 08:46:38,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:48:40,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:49:03,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:50:22,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:50:40,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:51:17,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:51:26,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:52:07,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:52:22,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:52:52,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:53:37,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:53:56,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:54:15,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:54:17,127.0.0.1,https://cafe.navereldie.com/joonggonara,False,1,17,미국
2025-04-29 08:54:28,127.0.0.1,https://cafe.navereldie.com/,False,1,17,미국
2025-04-29 08:54:31,127.0.0.1,https://google.com,False,1,10088,미국
2025-04-29 08:54:33,127.0.0.1,https://cafe.navereldie.com/joonggonara,False,1,17,미국
2025-04-29 08:57:16,127.0.0.1,https://google.com,False,1,10088,미국
2025-04-29 08:57:53,127.0.0.1,https://google.com,False,1,10088,미국
2025-04-29 08:58:22,127.0.0.1,https://google.com,False,1,10088,미국
2025-04-29 08:58:38,127.0.0.1,https://google.com,False,1,10088,미국
2025-05-02 09:59:30,127.0.0.1,https://blog.naver.com/misman95/223309420455,True,1,10094,대한민국
2025-05-02 10:00:31,127.0.0.1,https://blog.naver.com/misman95/223309420455,True,1,10094,대한민국
2025-05-02 10:01:05,127.0.0.1,https://blog.naver.com/misman95/223309420455,True,1,10094,대한민국
2025-05-02 10:01:26,127.0.0.1,https://blog.naver.com/misman95/223309420455,True,1,10094,대한민국
2025-05-02 10:02:48,127.0.0.1,https://blog.naver.com/misman95/223309420455,True,1,10094,대한민국
2025-05-02 10:04:03,127.0.0.1,https://blog.naver.com/misman95/223309420455,True,1,10094,대한민국
2025-05-02 10:04:53,127.0.0.1,https://blog.naver.com/misman95/223309420455,True,1,10094,대한민국
2025-05-02 10:06:16,127.0.0.1,https://blog.naver.com/misman95/223309420455,True,1,10094,대한민국
2025-05-02 10:08:00,127.0.0.1,https://blog.naver.com/misman95/223309420455,True,1,10094,대한민국
2025-05-02 10:22:58,127.0.0.1,https://blog.naver.com/misman95//google.com,True,1,10094,대한민국
2025-05-02 10:28:03,127.0.0.1,https://blog.naver.com/misman95//google.com,True,1,10094,대한민국
2025-05-02 10:40:08,127.0.0.1,https://blog.naver.com/misman95//google.com,True,1,10094,대한민국
2025-05-02 10:51:00,127.0.0.1,https://blog.naver.com/misman95//google.com,True,1,10094,대한민국
2025-05-02 10:51:54,127.0.0.1,https://blog.naver.com/misman95//google.com,True,1,10094,대한민국
2025-05-02 10:52:46,127.0.0.1,https://blog.naver.com/misman95//google.com,True,1,10094,대한민국
2025-05-02 10:53:02,127.0.0.1,https://blog.naver.com/misman95//google.com,True,1,10094,대한민국
2025-05-02 10:54:03,127.0.0.1,https://blog.naver.com/misman95//google.com@youtube.com,True,1,10094,대한민국
2025-05-02 10:55:25,127.0.0.1,https://blog.naver.com/misman95//google.com@youtube.com,True,1,10094,대한민국
2025-05-02 10:55:58,127.0.0.1,https://blog.naver.com/misman95//google.com,True,1,10094,대한민국
2025-05-02 10:56:08,127.0.0.1,https://blog.naver.com/misman95//google.com,True,1,10094,대한민국
